"patient1","patient2","patient3","patient4","patient5","patient6","patient7","patient8","patient9","patient10","patient11","patient12","patient13","patient14","patient15","patient16","patient17","patient18","patient19","patient20","patient21","patient22","patient23","patient24","patient25","patient26","patient27","patient28","patient29","patient30","patient31","patient32","patient33","patient34","patient35","patient36","patient37","patient38","patient39","patient40","patient41","patient42","patient43","patient44","patient45","patient46","patient47","patient48","patient49","patient50","patient51","patient52","patient53","patient54","patient55","patient56","patient57","patient58","patient59","patient60","patient61","patient62","patient63","patient64","patient65","patient66","patient67","patient68","patient69","patient70","patient71"
0.338963504313716,-0.446886545846055,0.00288695378796139,0.0747176354807835,-0.0231154899897114,0.0947880251298135,-0.0684514855452274,-0.0447939472681197,-0.0224105841344021,-0.0535675648922539,0.0243316466996153,-0.0648841565706924,-0.730131547305307,0.0849108499607304,-0.0839870381452976,0.335369595786018,0.472566258773921,0.686204856685635,0.314446657412268,-0.579656533959706,-0.826419961115638,0.411297810178639,0.00762203663851223,-0.169935124147534,0.0894483569404108,-0.0952910076695431,1.58538361149139,-0.0726399527878652,2.98879307555326,-0.04152727214994,-0.0405581182850007,0.0598022981778829,-0.0413860521858378,0.212209825950655,0.17530684093844,-0.0174201734460836,-0.262494497679654,0.0346423615159461,-0.18802068160745,0.00872534373966873,0.71611112803698,-0.586896811263841,-1.21190374456329,0.011604310879434,0.0669960269968739,0.00171799540427111,-0.0165718173432212,1.03525917230742,0.0364651987016427,-4.94691600505545,0.235525436953098,-0.122705802545536,0.076220365220228,0.365857767967741,-0.0187339132520277,-0.311918581419616,-0.113334778458678,0.274393307337498,0.043155382092135,0.236283129386961,0.108131631850427,-0.00109508690625661,0.0637736528535634,-0.076634993290195,-0.0396727323140645,-0.0801228041343294,0.291043082649139,-0.0577545096011846,0.907022320958997,0.388723841189108,0.0139932614262882
0.807306769033917,-0.463259825128486,-0.00811171920273869,0.0831764851484624,-0.0156243765462378,0.074563161226084,-0.0705490665820347,-0.0243263358908979,-0.016768995019072,-0.0347889764956715,0.0149147544235588,-0.0577730854237326,-0.754874603012895,0.0853615404043698,-0.0494201953059888,0.346313990803039,0.470615775894127,0.991857446215762,0.323532241278744,-0.596607236482787,-0.821546903196799,0.400928206273603,-0.00268118079649932,-0.172862017293895,0.0899087270049229,-0.119700914158397,1.59783619719884,-0.0682873386748636,2.98188725384852,-0.0368201044782851,-0.0279524679512648,0.0580653592568696,-0.0581105889924055,0.353378710890072,0.175186582687386,-0.00850630613504063,-0.268214032076668,0.0282204618132704,-0.183328370605857,0.00519754201456635,0.695784236579553,-0.569243861903769,-1.2045050722226,0.00559817596445421,0.0506182772620622,0.00417211294636089,-0.0224486225392456,1.0370898102402,0.0507079910220431,-4.95051334415952,0.259000535408837,-0.134681111294523,0.0816298616661099,0.362111466705292,-0.0197924750515717,-0.250117615207738,-0.0897363818294039,0.269961270748994,0.031502028541132,0.242363448458627,0.067164505530275,-0.0308411885613214,0.0608868356174445,-0.101899359548253,-0.0383910320474628,-0.0709626081658152,0.288529494218992,-0.0965979998513107,0.923410827222882,0.390100452795793,0.0304882711308621
1.29542290001099,-0.480188320457661,-0.00619018392341536,0.0898412848864117,-0.0425629025724995,0.0495331116502628,-0.0639836471007159,-0.00328960755849748,-0.0221792150890678,-0.0322750836400226,0.0072930294649767,-0.072854787083396,-0.763993419825058,0.0914644419919353,-0.0125955525145484,0.358643129067582,0.475651959204076,1.25254952177645,0.335369595786018,-0.606618711176038,-0.823179977927418,0.396345902872848,-0.0145014899657326,-0.161427079953982,0.0892985316671788,-0.131968513872111,1.59723035992823,-0.0840992769321273,2.97259429018467,-0.0406922775465245,-0.0202717263213998,0.0582680167649833,-0.0567828691503973,0.528235629341312,0.172574811346089,-0.0138230122742576,-0.275553481552708,0.0292128933049431,-0.186602379935997,0.00120008325185345,0.693605339346637,-0.551900290176609,-1.20224465396229,-0.00328718103169285,0.0669562925451382,0.00976288587110771,-0.015871933966881,1.0442189839469,0.0569292775029603,-4.95432361816582,0.280507605852632,-0.134917236502521,0.0876153175498174,0.350913869106037,-0.00306847850234786,-0.142355642415113,-0.0585683680981011,0.258093494750241,0.0301042551201546,0.247159548064323,0.0507390896128263,-0.0540530488854641,0.0546652639347549,-0.116496596803093,-0.0421245839662336,-0.0705948355256858,0.289637393428359,-0.123805730994102,0.939741856454197,0.380237212483332,0.0359061741726929
1.76870330352665,-0.49062533394398,0.00977184145594836,0.0879465731035352,-0.0781747316475869,0.0293155243678451,-0.0488592072797418,0.0195436829118967,-0.0293155243678451,-0.0488592072797418,0.0126762592235378,-0.0684028901916385,-0.785605242977461,0.0909399518775822,0.0341450775936172,0.36780233399593,0.466991375442774,1.42668885256846,0.341851491200611,-0.586310487356902,-0.822663030398782,0.389732562943117,-0.0145368273455775,-0.148231790453666,0.0902496714806335,-0.146577621839225,1.58876360238539,-0.0977184145594836,2.96972569832444,-0.0390873658237934,-0.0293155243678451,0.0488592072797418,-0.0488592072797418,0.684028901916385,0.165114314388557,-0.00309665450829386,-0.273611560766554,0.0243301182492378,-0.185664987663019,0.0195436829118967,0.692962413738298,-0.535554481530555,-1.20403615075505,-0.00977184145594836,0.0977184145594836,3.59803334365695e-19,6.44278986132917e-19,1.04473225236756,0.0390873658237934,-4.95649597831761,0.283383402222502,-0.127033938927329,0.0928825131856486,0.352590381928774,-0.0153045712214792,0.0195436829118967,-0.0390873658237934,0.249620937280475,0.0293155243678451,0.252761765133792,0.0326710021318398,-0.0488592072797418,0.0499391302622462,-0.11930499399293,-0.0586310487356902,-0.0781747316475869,0.290016998932487,-0.119830017297151,0.959178191338328,0.372773224867377,0.0525486415871471
2.17518935728,-0.506897629553717,0.00536862659547917,0.0729893209203806,-0.0802832637737652,0.0284713299796192,-0.0424660639598138,0.0444647650976233,-0.0302661776233028,-0.043615449579635,0.0190334670655942,-0.0634848079143937,-0.796288491296825,0.0968349707970867,0.0498852308000837,0.373479792374864,0.449700148275938,1.47207224794735,0.344909233768257,-0.540985958564794,-0.824234704396761,0.389627296706809,-0.0152440732770245,-0.138156528357063,0.0870906254021183,-0.141273939264074,1.58538361149139,-0.105654647690949,2.9707905373205,-0.0360627697791062,-0.0163252944193127,0.031508594481782,-0.0354101844920834,0.787302703605673,0.160062754847578,-0.00900173018375685,-0.253319760287342,0.0164958866953391,-0.179358292698977,0.0244176436559654,0.694323750270732,-0.525920541453628,-1.2042817947094,-0.00823284671370107,0.127985454873348,-0.00250022923663046,0.00489819407537491,1.03931599212532,0.0423304368102717,-4.9579720005174,0.248315826272958,-0.137345465280434,0.0914644419919353,0.365857767967741,-0.00507527504667843,0.176241383959625,-0.0311884538181182,0.251527196839514,0.0148580119300203,0.251527196839514,0.0209369179604657,-0.0204606689351386,0.041669529517189,-0.107094829542053,-0.064228168986119,-0.0701204130624139,0.288291735488801,-0.0901112791429454,0.983242714136688,0.381101816781986,0.0549694015575394
2.41497091783423,-0.521005434205058,-0.00840913845231502,0.064281369537582,-0.073133373458281,0.0290316133443021,-0.0254344058414137,0.0482651914247896,-0.0277950839523667,-0.0371753316827333,0.0198640116443611,-0.0799765189044093,-0.803923041082854,0.110970714361415,0.026214720512245,0.38419284250105,0.44811563966318,1.38148034841935,0.353800053573084,-0.505897486118736,-0.833953865154718,0.399324782651189,-0.0125194486550868,-0.121649896840576,0.083677463336479,-0.125886216473771,1.58052363448958,-0.108711649545729,2.9845310006901,-0.0478491390348804,-0.00383038326134524,0.0350580228820494,-0.0174202814855519,0.845576796074515,0.158991544638739,-0.0125908811921361,-0.226874603399191,0.00743871146500834,-0.168094278150608,0.00938053261712558,0.71913094348893,-0.524464409173879,-1.1973759196084,-0.0186537504273434,0.149904286215936,0.00607051660521663,-0.0161235454463304,1.0345548804023,0.0591739121808397,-4.95789622903982,0.213165332213726,-0.165789946299721,0.0842825742885479,0.382593395940992,-0.00682917130525411,0.325019485663416,-0.0269844833732252,0.257080213817288,0.00306016421041298,0.245386304132821,0.00227709855373421,0.00818642461071852,0.0310853188292487,-0.103775262379776,-0.0414529738304507,-0.0717224682030915,0.290291144541622,-0.0352210492394807,1.00517502433721,0.382277878644772,0.0705761357185983
2.47648853118482,-0.518298479769889,-0.00820371594580538,0.0724708083955479,-0.0457863693348002,0.0302332158525482,-0.00408115340557455,0.0321217124782302,-0.030768807477315,-0.0567121611594983,-0.000207634948865797,-0.0712410365831497,-0.805886934341101,0.114330552489919,-0.00323032955511772,0.394229306995361,0.448463091674461,1.18833291560391,0.358235706284002,-0.478807094275828,-0.846046051148785,0.403967964556587,0.00553182607318963,-0.123583318768808,0.0848027831216472,-0.0939753921542554,1.56421724315163,-0.106553660762485,3.01070441222028,-0.0444997685798932,-0.0156233146119143,0.0540959389917357,-0.00751644157216275,0.856672790998597,0.161861912493221,-0.011510829962003,-0.211852094350425,0.027973614908021,-0.168178718558437,0.0138252965069579,0.762203633563972,-0.528609877191983,-1.19432564452654,-0.0320813326964723,0.157381636142915,0.0103093963833148,-0.0317418070535806,1.03659695953978,0.0546618936933912,-4.96194564257294,0.183562236630894,-0.17543604293362,0.0870784190053659,0.39970923025802,-0.0107347575129805,0.502659630064795,-0.032802678296226,0.262434664455637,-0.00101660831011128,0.240631593555244,-0.0190256570532424,0.0231274965087069,0.0219987976485923,-0.105858631729943,-0.0286872868621718,-0.0794385640490359,0.289637393428359,-0.00595429038585846,1.02753628443558,0.379435087857832,0.0707922322399832
2.39410115670735,-0.515748578846767,2.00146227363795e-19,0.0879465731035352,-0.00977184145594836,0.0293155243678451,5.31495627884056e-19,-8.09619172816928e-19,-0.0293155243678451,-0.0684028901916385,-0.00494223682120777,-0.0586310487356902,-0.820937099522955,0.10812984493701,-0.0614352962424305,0.395961755553318,0.436910220403876,0.947868621226991,0.351392037353503,-0.449504706973625,-0.856772588757243,0.407158702178801,0.0174307107755021,-0.118201353002124,0.0839470428986903,-0.0488592072797418,1.55099324867988,-0.107490256015432,3.02072298719557,-0.0293155243678451,-0.0390873658237934,0.0488592072797418,1.50145353063115e-19,0.791519157931817,0.157206504057746,0.00485124886423401,-0.214980512030864,0.0232919817710851,-0.17589314620707,0.0195436829118967,0.791248504275859,-0.53537327413949,-1.19678069214459,-0.0293155243678451,0.156349463295174,0.00977184145594836,-0.0293155243678451,1.04210360090643,0.0390873658237934,-4.95373492069717,0.127033938927329,-0.166121304751122,0.0917052933151978,0.417107308140505,-0.0162180243668165,0.703572584828282,-0.0488592072797418,0.269181250427577,4.45062083559519e-19,0.232705990999603,-0.0484276968962298,0.0293155243678451,0.00826841449434627,-0.0841499612562521,-0.0390873658237934,-0.0781747316475869,0.282866817468367,0.00693234855519809,1.03612595068197,0.380875584532845,0.0830816218766812
2.16471095962315,-0.524541081219599,0.00867299564542116,0.103219094790242,-0.0260564814029966,0.0199536454637,-0.000166221560819961,-0.0296372981011682,-0.0200578516048496,-0.060847365437219,0.00710135748627879,-0.0820180055166404,-0.827694556245998,0.105609622224078,-0.095839231656015,0.396345902872848,0.419212013370831,0.698048826707689,0.352953025886647,-0.437477618647176,-0.866556141016074,0.422759673395992,0.0228661104979838,-0.10247042103194,0.0849797277554682,-0.0300528205801922,1.55489536475643,-0.114513033389836,3.03091020336234,-0.0303660128555725,-0.0585280208182204,0.0308301610863528,0.010083570410823,0.657605263842523,0.152440730440456,-0.0145282830653586,-0.21851445725212,0.00392755855624972,-0.163018536991456,0.00351577737449089,0.819016100502631,-0.541164590267873,-1.2042817947094,-0.0280774857849141,0.150297824871622,0.0149477853689145,-0.0296853490235197,1.0436507658294,0.0297232802168231,-4.94360426293393,0.0644576162337893,-0.171185860444172,0.0838423989465046,0.434456062185076,-0.00591404865990768,0.893498141601639,-0.0641020821450532,0.282015350382928,0.00790745550206196,0.221039061934408,-0.0469464444791828,0.0252815455790492,-0.00177692279781417,-0.0652828787977349,-0.0409118679052057,-0.0798134451208849,0.283618736352217,0.0247628849303877,1.02897493513266,0.373479792374864,0.081717602602456
1.83775667584553,-0.523337066193119,0.00694310732909743,0.113347629636986,-0.0573896550545075,0.0244363353168904,-0.000144816050745595,-0.00997677283447545,-0.0241563317916162,-0.0551636543481013,0.0147781575026097,-0.0860104307720001,-0.821126221901608,0.107718981598335,-0.105084954098904,0.396158941087907,0.400417961986442,0.459015629577328,0.359345797473666,-0.451471154931757,-0.867049977355104,0.438350883885299,0.0355668103645834,-0.0874085491357291,0.0816225129812914,-0.0326998200634517,1.55511400677659,-0.119838202144887,3.03976617415152,-0.0195762373084318,-0.046827073688397,0.0332571506386087,-0.000797002871038729,0.497286835757526,0.163387462469526,-0.0493862670268334,-0.200917267058128,-0.00970164048228278,-0.146970076650372,0.00222340398676911,0.858723808989171,-0.545652769438733,-1.21521813561956,-0.0288081142156394,0.136422381934581,0.0310334179659168,-0.0248939111196931,1.04343380581841,0.0326345691463774,-4.94330672536619,0.0256305783481796,-0.180573616739468,0.0762384123769653,0.4509921684458,-0.00407859984707666,1.038006655072,-0.0750511960284422,0.299501739159299,0.0101631753799366,0.218449060217641,-0.0536420262239237,0.00173333057662086,-0.0117439753157742,-0.0521286669532767,-0.0368212637371792,-0.0685160374703754,0.292305410812388,0.0407892758653629,1.02715383120582,0.365297224651613,0.079018965958197
1.48383098512413,-0.51067641808615,-0.00202934526525951,0.119614510138494,-0.056439830469045,0.0292924442407545,0.000806155991911856,0.0318945118231227,-0.0292391074011641,-0.0443188678553592,0.0190947270888888,-0.0787332686322566,-0.802767249254046,0.114330552489919,-0.0860695594432416,0.397303743748057,0.389602226589377,0.264543021595732,0.358235706284002,-0.479565229936747,-0.861290174516264,0.449700148275938,0.0382962695971154,-0.0743872911856973,0.0809035833623418,-0.0450253203386099,1.55280329047322,-0.114372549242222,3.03357048544164,-0.00984982875228271,-0.0230432329173013,0.0416149037654796,-0.0275298444343927,0.321857792376345,0.170734026476664,-0.0593000660115561,-0.179568217487113,-0.00140037155365436,-0.148397199204982,0.0117584974116979,0.891778272144753,-0.555409789798624,-1.22257726445717,-0.0112632516451356,0.124182114013486,0.0395242756565808,-0.0184186052428584,1.0442189839469,0.0417543215623345,-4.94670189197163,0.0046397277339734,-0.171402316180028,0.0791167671395107,0.468911228488773,-0.00557115141270628,1.12945708183054,-0.0783416825059937,0.311124969709885,0.010961172642394,0.226558572207805,-0.0473431584607522,-0.0292452481791289,-0.0257305739659603,-0.0486046560832917,-0.0420071026910977,-0.0574088793529941,0.29725943647379,0.0379344235534204,1.02734750928024,0.367694449656673,0.0727445536725378
